"ID" "Annual_TMP" "state_0" "state_1" "interval"
"5013" 1810 4.49633336861928 "M" "M" 11
"5014" 1840 2.03066667318344 "B" "B" 11
"5015" 1854 3.0413333495458 "M" "M" 11
"5016" 1877 1.64966665903728 "B" "B" 11
"5017" 1943 1.73633333295584 "B" "B" 11
"5018" 2035 2.01200001041095 "M" "M" 11
"5019" 2043 1.38533331702153 "B" "B" 11
"5020" 2047 4.06533336639404 "B" "B" 11
"5021" 2075 -0.720666658381621 "B" "B" 11
"5022" 2077 2.26833332578342 "B" "M" 11
"5023" 2080 1.99566667278607 "M" "M" 11
"5024" 2106 1.38533331702153 "B" "B" 11
"5025" 2108 1.31499999190371 "M" "M" 11
"5026" 2112 2.18433333237966 "M" "M" 11
"5027" 2136 4.13466669718425 "M" "M" 11
"5028" 2157 1.88466664950053 "M" "T" 11
"5029" 2176 0.561999991287788 "B" "B" 11
"5030" 2184 1.87833332916101 "B" "B" 11
"5031" 2194 1.23400001140932 "B" "B" 11
"5032" 2218 2.56599998275439 "R" "B" 11
"5033" 2267 2.67899998426438 "M" "M" 11
"5034" 2288 4.35800001621246 "M" "M" 11
"5035" 2306 3.05966668128968 "M" "M" 11
"5036" 2347 1.78166666229566 "M" "M" 11
"5037" 2359 4.90966669718425 "M" "M" 11
"5038" 2364 1.55100000053644 "B" "B" 11
"5039" 2460 1.79933333396911 "M" "T" 11
"5040" 2532 2.19833332498868 "M" "T" 11
"5041" 2533 1.82200000286102 "T" "T" 11
"5042" 2537 -0.688666677226623 "B" "B" 11
"5043" 2552 0.369999998435378 "M" "M" 11
"5044" 2553 1.73633333295584 "B" "B" 11
"5045" 2566 4.63799999554952 "B" "B" 11
"5046" 2567 2.03066667318344 "M" "M" 11
"5047" 2588 2.01200001041095 "M" "M" 11
"5048" 2618 4.35800001621246 "T" "R" 11
"5049" 2635 2.06866666475932 "M" "M" 11
"5050" 2672 -2.93466666539511 "B" "B" 11
"5051" 2682 1.80633335610231 "B" "B" 11
"5052" 2714 1.43466665558517 "B" "B" 11
"5053" 2750 2.67599999507268 "M" "M" 11
"5054" 2752 1.34700000422697 "B" "B" 11
"5055" 2790 2.03366668224335 "M" "M" 11
"5056" 2805 1.25566667020321 "M" "T" 11
"5057" 2815 -0.0856666718920067 "B" "B" 11
"5058" 2825 2.60633331139883 "M" "M" 11
"5059" 2872 2.50066667397817 "M" "M" 11
"5060" 2875 1.99666667580605 "M" "T" 11
"5061" 2908 1.99566667278607 "M" "M" 11
"5062" 2953 -0.808999992658695 "B" "B" 11
"5063" 2982 1.73633333295584 "T" "T" 11
"5064" 3046 2.669666659832 "M" "M" 11
"5065" 3052 -1.87933334118376 "B" "B" 11
"5066" 3068 -0.720666658381621 "B" "B" 11
"5067" 3071 1.2376666745171 "B" "B" 11
"5068" 3094 1.3333333324641 "B" "B" 11
"5069" 3128 -0.862666666507719 "B" "B" 11
"5070" 3146 2.2103333234787 "B" "M" 11
"5071" 3229 3.67400002479553 "M" "M" 11
"5072" 3234 -1.61599998213351 "B" "B" 11
"5073" 3238 4.35166668891907 "T" "T" 11
"5074" 3245 1.63466665943464 "M" "M" 11
"5075" 3279 1.79933333396911 "M" "T" 11
"5076" 3281 -2.65399999618531 "B" "B" 11
"5077" 3293 1.55100000053644 "M" "T" 11
"5078" 3305 1.73766665955385 "B" "B" 11
"5079" 3327 1.80433332125346 "M" "M" 11
"5080" 3329 3.0413333495458 "B" "B" 11
"5081" 3335 1.79933333396911 "M" "M" 11
"5082" 3383 1.74799999495348 "B" "B" 11
"5083" 3397 2.18099999030431 "M" "M" 11
"5084" 3419 4.13466669718425 "T" "T" 11
"5085" 3433 2.17466665506362 "M" "M" 11
"5086" 3451 1.1179999910295 "B" "M" 11
"5087" 3457 -0.776999990890423 "B" "B" 11
"5088" 3464 0.975666669011118 "B" "B" 11
"5089" 3481 2.20666665236155 "B" "B" 11
"5090" 3531 1.92499998807907 "B" "B" 11
"5091" 3546 5.59266667366028 "T" "T" 11
"5092" 3565 -0.461666669386129 "B" "B" 11
"5093" 3576 1.67299998998642 "R" "T" 11
"5094" 3581 -0.731999998912215 "B" "B" 11
"5095" 3592 1.92299999992053 "M" "M" 11
"5096" 3614 1.50933333939563 "M" "M" 11
"5097" 3651 2.09899999499321 "B" "B" 11
"5098" 3669 4.35800001621246 "T" "T" 11
"5099" 3692 -0.505000008394321 "B" "B" 11
"5100" 3728 1.91166664858659 "B" "B" 11
"5101" 3776 1.60533334414164 "B" "B" 11
"5102" 3800 1.31333332831661 "M" "M" 11
"5103" 3801 2.10900000333786 "M" "M" 11
"5104" 3825 2.45533332029978 "M" "M" 11
"5105" 3836 5.31699999173482 "T" "T" 11
"5106" 3866 1.30133332485954 "M" "M" 11
"5107" 3887 2.13666667540868 "M" "M" 11
"5108" 3998 -1.70233333061139 "B" "B" 11
"5109" 4047 1.79833333492279 "M" "M" 11
"5110" 4069 2.8146666765213 "T" "T" 11
"5111" 4092 2.18433333237966 "M" "M" 11
"5112" 4151 -0.384666668251157 "B" "B" 11
"5113" 4163 1.25166667277614 "B" "B" 11
"5114" 4211 1.49933333291361 "B" "B" 11
"5115" 4275 1.47000001221895 "B" "B" 11
"5116" 4280 -1.75866665132344 "B" "B" 11
"5117" 4327 2.18633333444595 "T" "M" 11
"5118" 4392 2.01333334445953 "M" "M" 11
"5119" 4408 3.50466665426891 "T" "T" 11
"5120" 4426 4.06533336639404 "T" "T" 11
"5121" 4430 2.72233331998189 "B" "B" 11
"5122" 4471 2.41699997584025 "M" "M" 11
"5123" 4508 2.18433333237966 "M" "M" 11
"5124" 4556 -0.969333329424264 "B" "B" 11
"5125" 4609 1.85999999642372 "T" "T" 11
"5126" 4646 -1.27400001467516 "B" "B" 11
"5127" 4648 -2.34733335276445 "B" "B" 11
"5128" 4676 5.31699999173482 "T" "T" 11
"5129" 4683 -0.688333333407839 "B" "B" 11
"5130" 4706 1.47000001221895 "B" "B" 11
"5131" 4708 1.79933333396911 "M" "T" 11
"5132" 4723 5.43133335113525 "M" "M" 11
"5133" 4727 -2.65399999618531 "B" "B" 11
"5134" 4768 1.50800000776847 "B" "B" 11
"5135" 4789 2.54466667970021 "B" "B" 11
"5136" 4806 1.64133331303795 "B" "B" 11
"5137" 4859 5.14600005149842 "T" "T" 11
"5138" 4870 3.77466668287913 "M" "M" 11
"5139" 4936 1.64866665701071 "M" "M" 11
"5140" 4962 2.02300000588099 "B" "B" 11
"5141" 4992 1.63466665943464 "B" "B" 11
"5142" 5087 2.14399997790655 "M" "M" 11
"5143" 5090 1.04566665738821 "M" "M" 11
"5144" 5140 3.61166661580403 "M" "M" 11
"5145" 5142 1.31766666478167 "B" "B" 11
"5146" 5174 -2.93466666539511 "B" "B" 11
"5147" 5190 -0.296000007726252 "B" "B" 11
"5148" 5234 1.62166667381922 "B" "B" 11
"5149" 5268 1.31499999190371 "M" "M" 11
"5150" 5282 1.23866666704417 "B" "B" 11
"5151" 5296 0.561999991287788 "B" "B" 11
"5152" 5360 2.72233331998189 "B" "B" 11
"5153" 5364 1.36366666648537 "B" "B" 11
"5154" 5412 1.4006666570281 "B" "B" 11
"5155" 5452 3.10899999936422 "M" "M" 11
"5156" 5459 2.37566667000453 "M" "M" 11
"5157" 5537 1.92966666618983 "B" "B" 11
"5158" 5612 5.52366663614909 "M" "M" 11
"5159" 5624 2.41699997584025 "M" "T" 11
"5160" 5627 4.90966669718425 "T" "T" 11
"5161" 5634 -0.216333335141341 "B" "B" 11
"5162" 5641 1.87833332916101 "M" "M" 11
"5163" 5667 2.4533333102862 "M" "M" 11
"5164" 5673 4.03133338292439 "M" "T" 11
"5165" 5717 1.90599999427796 "M" "M" 11
"5166" 5744 1.7303333501021 "T" "T" 11
"5167" 5773 2.13666664958 "B" "B" 11
"5168" 5775 -1.01166667081416 "B" "B" 11
"5169" 5789 -0.0856666718920067 "B" "B" 11
"5170" 5795 5.31699999173482 "M" "M" 11
"5171" 5798 3.05966668128968 "B" "M" 11
"5172" 5816 -3.33200002908707 "B" "B" 11
"5173" 5884 2.59199999968211 "T" "T" 11
"5174" 5921 1.1179999910295 "B" "B" 11
"5175" 5926 2.45533332029978 "M" "M" 11
"5176" 5931 1.73233334024748 "B" "M" 11
"5177" 5939 1.44233335008224 "T" "T" 11
"5178" 5942 3.00133332808812 "T" "T" 11
"5179" 5951 2.18099999030431 "M" "M" 11
"5180" 5992 2.14766666690509 "B" "B" 11
"5181" 6006 2.63566668430964 "M" "T" 11
"5182" 6038 -1.7503333500276 "R" "B" 11
"5183" 6061 1.31499999190371 "M" "M" 11
"5184" 6064 2.10533332427342 "M" "T" 11
"5185" 6099 1.32399998704593 "T" "T" 11
"5186" 6101 2.18099999030431 "B" "B" 11
"5187" 6117 1.63466665943464 "B" "B" 11
"5188" 6118 1.01333333651225 "B" "B" 11
"5189" 6130 1.80433332125346 "B" "M" 11
"5190" 6172 1.79933333396911 "M" "M" 11
"5191" 6213 2.18099999030431 "B" "B" 11
"5192" 6267 1.75233333607515 "B" "B" 11
"5193" 6273 -0.505000008394321 "B" "B" 11
"5194" 6300 3.17066664695739 "M" "T" 11
"5195" 6311 1.92166664898395 "B" "B" 11
"5196" 6329 1.23333334500591 "B" "B" 11
"5197" 6344 -1.7503333500276 "B" "B" 11
"5198" 6376 1.75233333607515 "B" "B" 11
"5199" 6383 -0.770666668439905 "B" "B" 11
"5200" 6416 -0.598333331818382 "B" "B" 11
"5201" 6426 1.78166666229566 "M" "M" 11
"5202" 6468 -0.575000000993411 "B" "B" 11
"5203" 6483 1.64866665701071 "B" "B" 11
"5204" 6484 2.31766665975253 "M" "M" 11
"5205" 6641 -0.369333333770434 "B" "B" 11
"5206" 6649 1.99099999964237 "T" "T" 11
"5207" 6665 1.92499998807907 "B" "B" 11
"5208" 6682 3.72566668192546 "T" "T" 11
"5209" 6688 2.20666665236155 "M" "M" 11
"5210" 6705 -0.731999998912215 "B" "B" 11
"5211" 6741 4.85799996852875 "T" "T" 11
"5212" 6778 3.17066664695739 "M" "M" 11
"5213" 6811 3.72566668192546 "T" "T" 11
"5214" 6859 1.73633333295584 "B" "B" 11
"5215" 6905 2.09899999499321 "M" "M" 11
"5216" 6913 1.87833332916101 "B" "B" 11
"5217" 6936 2.31133333444595 "T" "T" 11
"5218" 6981 1.70533334563176 "M" "M" 11
"5219" 6983 1.44033333013456 "B" "B" 11
"5220" 7032 1.32399998704593 "M" "M" 11
"5221" 7052 1.86666666269302 "M" "M" 11
"5222" 7055 1.67933332324028 "B" "B" 11
"5223" 7075 3.10899999936422 "T" "T" 11
"5224" 7079 4.03133338292439 "M" "M" 11
"5225" 7104 2.45533332029978 "T" "T" 11
"5226" 7114 1.80633335610231 "B" "B" 11
"5227" 7118 1.90599999427796 "M" "M" 11
"5228" 7128 2.03366668224335 "M" "M" 11
"5229" 7148 1.95000000198682 "B" "B" 11
"5230" 7158 1.72899998128414 "B" "B" 11
"5231" 7185 -0.464333340028921 "B" "B" 11
"5232" 7187 2.06866666475932 "M" "M" 11
"5233" 7188 -1.00233334228396 "B" "B" 11
"5234" 7200 5.14266665776571 "B" "M" 11
"5235" 7254 1.55100000053644 "B" "B" 11
"5236" 7257 1.23333334500591 "T" "M" 11
"5237" 7291 -0.575000000993411 "B" "B" 11
"5238" 7326 1.37433332366248 "T" "T" 11
"5239" 7378 4.1829999923706 "M" "M" 11
"5240" 7408 3.33133334318797 "M" "M" 11
"5241" 7471 1.30133332485954 "B" "B" 11
"5242" 7505 0.975666669011118 "R" "B" 11
"5243" 7546 1.75233333607515 "M" "M" 11
"5244" 7575 1.31766666478167 "B" "B" 11
"5245" 7596 2.18099999030431 "B" "B" 11
"5246" 7632 1.92166664898395 "M" "M" 11
"5247" 7638 1.36633332371712 "R" "B" 11
"5248" 7794 1.4006666570281 "B" "B" 11
"5249" 7831 1.32399998704593 "M" "M" 11
"5250" 7985 2.23633332649867 "M" "M" 11
"5251" 8010 3.03266666332881 "M" "M" 11
"5252" 8024 2.14399997790655 "B" "B" 11
"5253" 8035 1.63266665140788 "M" "M" 11
"5254" 8070 1.43466665558517 "B" "B" 11
"5255" 8083 2.67599999507268 "B" "B" 11
"5256" 8102 2.10599999825159 "M" "M" 11
"5257" 8120 3.05966668128968 "M" "M" 11
"5258" 8162 1.82666667799155 "M" "M" 11
"5259" 8163 1.3333333324641 "B" "B" 11
"5260" 8192 2.12466666698456 "M" "M" 11
"5261" 8193 1.2483333495756 "M" "M" 11
"5262" 8202 1.87833332916101 "B" "B" 11
"5263" 8237 2.67899998426438 "M" "M" 11
"5264" 8251 2.41699997584025 "M" "M" 11
"5265" 8262 1.2376666745171 "B" "B" 11
"5266" 8322 2.12466666698456 "M" "M" 11
"5267" 8352 -0.808999992658695 "B" "B" 11
"5268" 8373 1.59166665971279 "B" "B" 11
"5269" 8397 1.92166664898395 "B" "B" 11
"5270" 8430 1.75233333607515 "B" "B" 11
"5271" 8442 5.59600003560384 "M" "M" 11
"5272" 8468 -1.61599998213351 "B" "B" 11
"5273" 8510 2.24799999396006 "M" "M" 11
"5274" 8523 1.69533331195514 "T" "M" 11
"5275" 8531 3.05966668128968 "M" "M" 11
"5276" 8533 1.73233334024748 "M" "M" 11
"5277" 8577 1.99566667278607 "B" "B" 11
"5278" 8592 1.85999999642372 "B" "B" 11
"5279" 8594 2.06866666475932 "M" "M" 11
"5280" 8711 2.81566665967306 "T" "T" 11
"5281" 8740 1.67933332324028 "M" "M" 11
"5282" 8763 2.02866667707761 "R" "M" 11
"5283" 8819 2.60633331139883 "M" "M" 11
"5284" 8839 3.61166661580403 "M" "M" 11
"5285" 8869 1.70533334563176 "M" "M" 11
"5286" 8880 -0.731999998912215 "B" "B" 11
"5287" 8888 2.12466666698456 "M" "T" 11
"5288" 8917 3.50466665426891 "B" "M" 11
"5289" 8970 1.7303333501021 "B" "B" 11
"5290" 8971 1.84066665569941 "M" "M" 11
"5291" 9091 -1.87933334118376 "B" "B" 11
"5292" 9099 3.67400002479553 "T" "T" 11
"5293" 9121 0.369999998435378 "B" "B" 11
"5294" 9124 4.35800001621246 "T" "T" 11
"5295" 9150 2.01333334445953 "B" "B" 11
"5296" 9153 2.25866664250692 "M" "T" 11
"5297" 9158 1.55100000488261 "B" "B" 11
"5298" 9215 1.64966665903728 "B" "B" 11
"5299" 9261 5.65433327356975 "T" "T" 11
"5300" 9290 3.05966668128968 "M" "M" 11
"5301" 9294 5.65433327356975 "T" "T" 11
"5302" 9309 -0.647666671623786 "B" "B" 11
"5303" 9325 1.7873333454132 "M" "M" 11
"5304" 9347 2.8146666765213 "T" "T" 11
"5305" 9387 1.99099999964237 "B" "B" 11
"5306" 9390 5.11333328882853 "R" "M" 11
"5307" 9406 1.50800000776847 "M" "M" 11
"5308" 9504 -0.461666669386129 "B" "B" 11
"5309" 9529 1.50433333665132 "B" "B" 11
"5310" 9530 -0.325000000869235 "B" "B" 11
"5311" 9537 1.50933333939563 "B" "B" 11
"5312" 9579 3.11000002225241 "M" "M" 11
"5313" 9591 1.77533333698908 "B" "B" 11
"5314" 9597 2.37566667000453 "M" "M" 11
"5315" 9657 4.63799999554952 "M" "M" 11
"5316" 9696 -0.216333335141341 "B" "B" 11
"5317" 9720 1.30133332485954 "B" "B" 11
"5318" 9726 1.78166666229566 "M" "M" 11
"5319" 9735 2.56599998275439 "B" "B" 11
"5320" 9747 1.99666667580605 "M" "T" 11
"5321" 9752 1.36366666648537 "M" "M" 11
"5322" 9785 3.34199999173482 "R" "B" 11
"5323" 9788 -3.60866666634878 "B" "B" 11
"5324" 9802 1.79666667481263 "T" "T" 11
"5325" 9854 1.72833333363136 "B" "B" 11
"5326" 9881 2.10599999825159 "M" "M" 11
"5327" 9890 2.01066667238871 "M" "M" 11
"5328" 9910 1.01333333651225 "B" "B" 11
"5329" 9958 1.79833333492279 "B" "B" 11
"5330" 10008 1.75233333607515 "T" "T" 11
"5331" 10022 -0.770666668439905 "B" "B" 11
"5332" 10076 1.9253333290418 "M" "M" 11
"5333" 10085 1.79666667481263 "B" "B" 11
"5334" 10087 -0.369333333770434 "B" "B" 11
"5335" 10199 2.98433332045873 "B" "M" 11
"5336" 10218 2.45533332029978 "B" "M" 11
"5337" 10220 5.38066662152609 "M" "M" 11
"5338" 10226 1.62166667381922 "M" "T" 11
"5339" 10292 0.975666669011118 "M" "M" 11
"5340" 10327 1.92299999992053 "M" "M" 11
"5341" 10344 2.45533332029978 "M" "M" 11
"5342" 10347 -0.307999999324481 "B" "B" 11
"5343" 10434 2.61866665283839 "M" "T" 11
"5344" 10469 1.36799998780092 "T" "T" 11
"5345" 10510 1.81433334747951 "M" "M" 11
"5346" 10515 2.31133333444595 "M" "B" 11
"5347" 10561 1.50933333939563 "B" "B" 11
"5348" 10589 3.60266667207082 "T" "M" 11
"5349" 10637 1.72899998128414 "M" "M" 11
"5350" 10640 0.147000006648401 "B" "B" 11
"5351" 10673 0.488333338747422 "B" "B" 11
"5352" 10708 3.61166661580403 "M" "M" 11
"5353" 10733 1.59166665971279 "B" "B" 11
"5354" 10756 -0.776999990890423 "B" "B" 11
"5355" 10760 2.18433333237966 "M" "M" 11
"5356" 10761 2.12466666698456 "M" "M" 11
"5357" 10775 1.87833332916101 "M" "M" 11
"5358" 10779 4.49633336861928 "T" "T" 11
"5359" 10808 4.35800001621246 "T" "T" 11
"5360" 10822 1.84066665569941 "B" "B" 11
"5361" 10824 2.14399997790655 "M" "M" 11
"5362" 10844 2.01200001041095 "B" "B" 11
"5363" 10847 1.69533331195514 "M" "M" 11
"5364" 10862 1.71700000862281 "M" "M" 11
"5365" 10881 3.61166661580403 "M" "M" 11
"5366" 10891 1.86833332180977 "B" "B" 11
"5367" 10895 -0.966666674986481 "B" "B" 11
"5368" 10902 1.52466666499773 "M" "M" 11
"5369" 10934 4.35466670195262 "M" "M" 11
"5370" 10946 2.4533333102862 "M" "R" 11
"5371" 11008 3.00133332808812 "T" "T" 11
"5372" 11014 1.3333333324641 "B" "B" 11
"5373" 11016 2.23633332649867 "T" "T" 11
"5374" 11035 4.35466670195262 "B" "B" 11
"5375" 11061 1.24733334096769 "B" "B" 11
"5376" 11086 5.38066662152609 "B" "M" 11
"5377" 11088 2.8146666765213 "M" "M" 11
"5378" 11099 -2.70966667930285 "B" "B" 11
"5379" 11119 -2.93466666539511 "B" "B" 11
"5380" 11142 2.24799999396006 "M" "T" 11
"5381" 11234 1.59166665971279 "T" "T" 11
"5382" 11237 -1.07200000186761 "R" "B" 11
"5383" 11260 -0.307999999324481 "B" "B" 11
"5384" 11265 1.68733333349228 "B" "B" 11
"5385" 11272 2.2103333234787 "M" "M" 11
"5386" 11277 2.98433332045873 "M" "M" 11
"5387" 11307 3.03266666332881 "M" "R" 11
"5388" 11321 1.84066665569941 "M" "B" 11
"5389" 11332 1.75233333607515 "B" "B" 11
"5390" 11342 1.25166667277614 "T" "M" 11
"5391" 11348 -1.83000000665585 "B" "B" 11
"5392" 11350 1.70733334186176 "M" "M" 11
"5393" 11354 1.80433332125346 "B" "M" 11
"5394" 11419 -1.70233333061139 "B" "B" 11
"5395" 11427 1.79666667481263 "T" "T" 11
"5396" 11433 -0.410666663448016 "B" "B" 11
"5397" 11467 1.82200000286102 "M" "M" 11
"5398" 11470 1.79933333396911 "M" "M" 11
"5399" 11480 0.975666669011118 "B" "R" 11
"5400" 11483 1.79666667481263 "T" "T" 11
"5401" 11487 1.92299999992053 "M" "M" 11
"5402" 11504 3.50466665426891 "T" "T" 11
"5403" 11512 1.49933333291361 "T" "M" 11
"5404" 11519 3.33133334318797 "M" "M" 11
"5405" 11636 5.52366663614909 "M" "M" 11
"5406" 11651 4.19199996789296 "B" "M" 11
"5407" 11680 1.52466666499773 "M" "M" 11
"5408" 11685 -0.343333332240581 "B" "B" 11
"5409" 11704 5.14600005149842 "T" "T" 11
"5410" 11721 1.01333333651225 "B" "B" 11
"5411" 11743 2.10533332427342 "B" "B" 11
"5412" 11812 -0.296000007726252 "B" "B" 11
"5413" 11827 -1.01166667081416 "B" "B" 11
"5414" 11838 1.01333333651225 "B" "B" 11
"5415" 11845 -0.586000005155801 "B" "B" 11
"5416" 11851 -0.959333327536782 "B" "B" 11
"5417" 11864 2.06866666475932 "T" "M" 11
"5418" 11903 2.20999998251597 "B" "B" 11
"5419" 11912 -0.325000000869235 "B" "B" 11
"5420" 11924 2.41699997584025 "T" "T" 11
"5421" 11960 2.06866666475932 "B" "B" 11
"5422" 11963 1.87466664910316 "B" "B" 11
"5423" 11993 1.98533332546552 "M" "M" 11
"5424" 12006 1.75533333222072 "M" "B" 11
"5425" 12007 5.31699999173482 "M" "T" 11
"5426" 12036 1.96466668049495 "M" "M" 11
"5427" 12057 -2.19533334672451 "B" "B" 11
"5428" 12083 3.61166661580403 "M" "M" 11
"5429" 12142 4.85799996852875 "T" "T" 11
"5430" 12151 3.05966668128968 "M" "M" 11
"5431" 12227 -1.00233334228396 "B" "B" 11
"5432" 12263 1.7303333501021 "M" "M" 11
"5433" 12290 1.30133332485954 "B" "B" 11
"5434" 12307 1.79933333396911 "M" "T" 11
"5435" 12342 2.01333334445953 "R" "B" 11
"5436" 12347 3.33133334318797 "M" "M" 11
"5437" 12348 1.99099999964237 "B" "B" 11
"5438" 12350 1.2483333495756 "M" "M" 11
"5439" 12376 1.69933331112067 "B" "B" 11
"5440" 12383 1.23866666704417 "B" "B" 11
"5441" 12399 2.17466665506362 "M" "T" 11
"5442" 5 1.00933333324889 "R" "B" 12
"5443" 62 1.02300000662605 "M" "M" 12
"5444" 98 1.58633333593607 "B" "B" 12
"5445" 104 3.40433332920074 "T" "T" 12
"5446" 134 1.62300000091394 "M" "M" 12
"5447" 180 1.21766666918993 "B" "M" 12
"5448" 183 1.32066666334867 "M" "M" 12
"5449" 206 1.47700000603994 "B" "B" 12
"5450" 233 1.88366665144761 "B" "B" 12
"5451" 246 2.80899998744328 "M" "M" 12
"5452" 251 1.1929999863108 "B" "M" 12
"5453" 253 2.02933333714803 "B" "B" 12
"5454" 285 1.41799999965975 "B" "M" 12
"5455" 388 1.53333334500591 "M" "M" 12
"5456" 399 1.48600000143051 "B" "B" 12
"5457" 421 1.58533332248529 "B" "B" 12
"5458" 511 0.712666660236815 "B" "M" 12
"5459" 792 3.40433332920074 "M" "T" 12
"5460" 885 1.49400000671546 "B" "M" 12
"5461" 897 2.28999998966853 "T" "T" 12
"5462" 985 1.58633333593607 "B" "B" 12
"5463" 1014 1.64966666847468 "B" "B" 12
"5464" 1020 1.66466666261355 "B" "M" 12
"5465" 1042 1.16933333327372 "M" "M" 12
"5466" 1047 2.17966666221619 "M" "M" 12
"5467" 1154 0.664666658143203 "R" "B" 12
"5468" 1174 1.04000000208616 "M" "M" 12
"5469" 1213 1.53333334773779 "B" "M" 12
"5470" 1219 1.04000000208616 "M" "B" 12
"5471" 1227 2.71366666158041 "B" "M" 12
"5472" 1244 1.80400001804034 "B" "B" 12
"5473" 1260 1.10300000409285 "B" "B" 12
"5474" 1349 1.16933333327372 "B" "M" 12
"5475" 1446 1.62266667485237 "B" "B" 12
"5476" 1569 1.50400000214577 "M" "M" 12
"5477" 1606 1.53333334500591 "T" "T" 12
"5478" 1618 1.17366665899754 "B" "B" 12
"5479" 1658 2.02933333714803 "B" "B" 12
"5480" 1701 1.58033332961301 "B" "B" 12
"5481" 1866 1.85633332530657 "B" "B" 12
"5482" 1884 1.40833332861463 "B" "B" 12
"5483" 1991 1.17933332423369 "B" "B" 12
"5484" 2060 1.67733334849278 "B" "B" 12
"5485" 2132 1.25933334231377 "M" "M" 12
"5486" 2162 1.37066666179647 "B" "B" 12
"5487" 2188 1.62699999213219 "B" "B" 12
"5488" 2200 1.58433332989613 "B" "B" 12
"5489" 2293 1.58633333593607 "B" "B" 12
"5490" 2310 1.00233334153891 "B" "B" 12
"5491" 2370 1.00233334153891 "B" "B" 12
"5492" 2411 3.45966667334238 "M" "M" 12
"5493" 2425 1.70099999457597 "T" "T" 12
"5494" 2431 1.58533332248529 "B" "B" 12
"5495" 2541 1.94299999276797 "M" "M" 12
"5496" 2598 1.53333334773779 "M" "M" 12
"5497" 2602 1.49400000671546 "M" "M" 12
"5498" 2645 0.920666669060785 "B" "B" 12
"5499" 2818 2.155333340168 "M" "M" 12
"5500" 2883 1.66166666348775 "M" "M" 12
"5501" 3169 1.42266667361061 "B" "B" 12
"5502" 3175 1.62300000091394 "B" "B" 12
"5503" 3212 1.2083333308498 "B" "B" 12
"5504" 3236 3.03666668335597 "M" "M" 12
"5505" 3316 1.49400000671546 "B" "B" 12
"5506" 3416 1.58633333593607 "B" "B" 12
"5507" 3423 0.862666669984658 "B" "B" 12
"5508" 3429 0.981333333129686 "B" "B" 12
"5509" 3447 0.937666664707165 "B" "B" 12
"5510" 3698 1.62300000091394 "B" "B" 12
"5511" 3810 1.47700000603994 "B" "M" 12
"5512" 3829 1.40633333673079 "B" "B" 12
"5513" 3960 1.58433332989613 "B" "B" 12
"5514" 3965 1.09166667312384 "M" "M" 12
"5515" 4129 1.19600001523892 "B" "M" 12
"5516" 4246 1.75000000596047 "B" "B" 12
"5517" 4260 1.64333331982295 "B" "M" 12
"5518" 4277 1.37866665956874 "B" "B" 12
"5519" 4317 1.58033332961301 "B" "M" 12
"5520" 4333 2.71366666158041 "B" "B" 12
"5521" 4355 1.25933334231377 "B" "B" 12
"5522" 4402 1.85633332530657 "M" "M" 12
"5523" 4493 1.10300000409285 "B" "B" 12
"5524" 4590 1.48600000143051 "M" "M" 12
"5525" 4654 1.32066666334867 "B" "B" 12
"5526" 4694 1.77566666901112 "M" "M" 12
"5527" 4699 1.37866665956874 "B" "M" 12
"5528" 4703 1.02300000662605 "M" "M" 12
"5529" 4720 1.17933332423369 "M" "M" 12
"5530" 4751 1.52200001329183 "B" "B" 12
"5531" 4814 1.29600000778834 "M" "B" 12
"5532" 4841 1.62300000091394 "T" "T" 12
"5533" 4874 2.28999998966853 "M" "M" 12
"5534" 4889 1.19199999173482 "B" "B" 12
"5535" 4971 0.920666669060785 "B" "B" 12
"5536" 5026 0.619333331162731 "B" "B" 12
"5537" 5071 1.67733334849278 "B" "B" 12
"5538" 5199 1.62300000091394 "M" "M" 12
"5539" 5230 2.96800000270208 "M" "M" 12
"5540" 5248 3.45966667334238 "T" "T" 12
"5541" 5305 1.58433332989613 "B" "B" 12
"5542" 5408 1.42266667361061 "M" "M" 12
"5543" 5425 1.87366667787234 "M" "M" 12
"5544" 5464 -0.561000006335477 "B" "B" 12
"5545" 5465 0.751999989772837 "B" "B" 12
"5546" 5489 1.48000000889103 "B" "B" 12
"5547" 5572 1.86466666857401 "B" "B" 12
"5548" 5613 0.862666669984658 "B" "B" 12
"5549" 5719 1.95666666229566 "B" "B" 12
"5550" 5735 1.19199999173482 "M" "M" 12
"5551" 5832 1.49400000671546 "M" "M" 12
"5552" 5899 1.43466665868958 "B" "B" 12
"5553" 6035 1.61266666054726 "B" "B" 12
"5554" 6070 1.28400000433127 "B" "B" 12
"5555" 6124 1.06666665325562 "M" "M" 12
"5556" 6129 1.6886666705211 "B" "M" 12
"5557" 6191 1.53333334500591 "B" "B" 12
"5558" 6212 1.74066666265329 "B" "B" 12
"5559" 6247 0.828999999475976 "B" "B" 12
"5560" 6269 1.41799999965975 "T" "M" 12
"5561" 6312 1.17366665899754 "B" "B" 12
"5562" 6345 0.856333340207736 "B" "B" 12
"5563" 6354 0.828999999475976 "M" "M" 12
"5564" 6355 1.04000000208616 "B" "B" 12
"5565" 6359 1.75733334223429 "B" "B" 12
"5566" 6390 1.05733333751559 "B" "B" 12
"5567" 6476 2.02933333714803 "B" "B" 12
"5568" 6494 1.58033332961301 "M" "M" 12
"5569" 6643 1.67533332705497 "B" "B" 12
